aqi,co,no2,o3,pm10,pm2_5,quality,rank,so2,time_point
129,1.9,99,81,129,98,轻度污染,93,29,2014-01-01
159,1.8,122,77,148,121,中度污染,111,38,2014-01-02
180,1.9,110,93,172,136,中度污染,115,31,2014-01-03
170,1.6,75,113,159,129,中度污染,142,40,2014-01-04
149,1.4,89,113,143,114,轻度污染,90,39,2014-01-05
207,1.7,109,117,190,157,重度污染,133,42,2014-01-06
133,1.4,92,54,123,101,轻度污染,109,29,2014-01-07
123,1.9,69,25,118,93,轻度污染,149,16,2014-01-08
66,1.5,41,63,65,48,良,65,12,2014-01-09
90,1.4,55,49,87,67,良,66,17,2014-01-10
132,1.6,80,69,130,100,轻度污染,115,24,2014-01-11
121,1.8,63,46,123,92,轻度污染,111,17,2014-01-12
59,1.2,31,46,68,37,良,33,10,2014-01-13
61,1,39,82,71,41,良,34,11,2014-01-14
89,1,49,92,86,66,良,50,15,2014-01-15
131,1.4,95,84,135,100,轻度污染,79,20,2014-01-16
142,1.5,99,90,150,109,轻度污染,71,22,2014-01-17
92,0.9,50,114,97,69,良,33,19,2014-01-18
135,1.1,82,133,136,103,轻度污染,71,26,2014-01-19
137,1.4,92,118,142,105,轻度污染,111,22,2014-01-20
109,1,40,101,116,82,轻度污染,137,27,2014-01-21
69,0.9,52,97,76,50,良,18,13,2014-01-22
120,1.4,101,103,125,91,轻度污染,100,29,2014-01-23
89,1,82,82,94,66,良,59,20,2014-01-24
95,1.5,88,48,86,71,良,72,13,2014-01-25
103,1.4,65,90,89,77,轻度污染,114,14,2014-01-26
123,1.2,56,123,111,93,轻度污染,129,16,2014-01-27
111,1.1,67,114,97,83,轻度污染,110,17,2014-01-28
133,1.3,75,145,116,101,轻度污染,133,15,2014-01-29
111,1.2,66,142,93,84,轻度污染,66,17,2014-01-30
155,1.1,51,130,139,118,中度污染,51,24,2014-01-31
70,0.8,30,97,57,51,良,44,12,2014-02-01
65,0.9,38,102,53,47,良,28,11,2014-02-02
68,1.1,42,103,63,50,良,88,8,2014-02-03
71,1,33,101,64,52,良,134,8,2014-02-04
50,1,25,91,44,35,优,97,10,2014-02-05
41,1,29,70,33,28,优,73,11,2014-02-06
32,1.2,24,24,30,23,优,32,4,2014-02-07
32,1.1,21,12,29,22,优,18,4,2014-02-08
12,1,21,15,12,9,优,1,3,2014-02-09
41,1,17,58,35,29,优,49,7,2014-02-10
59,0.7,21,67,50,43,良,46,11,2014-02-11
71,0.7,28,56,61,51,良,55,7,2014-02-12
46,0.7,28,36,37,32,优,33,6,2014-02-13
65,0.7,27,69,55,47,良,30,10,2014-02-14
70,0.7,38,50,63,51,良,38,9,2014-02-15
89,1.2,57,20,85,66,良,88,15,2014-02-16
145,1.9,84,20,166,111,轻度污染,154,24,2014-02-17
59,1.4,43,14,63,43,良,75,11,2014-02-18
22,1,33,30,22,15,优,11,8,2014-02-19
38,0.6,36,61,38,26,优,12,10,2014-02-20
85,0.8,83,66,98,63,良,43,25,2014-02-21
94,0.9,69,44,86,70,良,53,19,2014-02-22
87,0.9,65,123,82,65,良,44,15,2014-02-23
76,0.8,79,82,81,56,良,38,21,2014-02-24
66,0.9,75,52,77,48,良,59,20,2014-02-25
84,1.3,66,55,86,62,良,73,16,2014-02-26
62,1,56,106,64,45,良,54,15,2014-02-27
62,0.9,67,41,65,45,良,87,20,2014-02-28
63,0.9,62,50,65,45,良,92,22,2014-03-01
41,1.4,42,30,41,28,优,20,30,2014-03-02
64,1.4,48,28,62,47,良,59,13,2014-03-03
72,1.3,54,28,73,52,良,88,14,2014-03-04
41,1.1,44,44,41,24,优,12,13,2014-03-05
85,1.2,65,40,87,63,良,136,22,2014-03-06
39,1,39,22,39,27,优,22,7,2014-03-07
55,1,43,21,55,39,良,55,15,2014-03-08
28,0.8,36,33,28,20,优,11,6,2014-03-09
49,0.9,42,30,45,35,优,18,9,2014-03-10
62,1.1,52,28,64,45,良,22,13,2014-03-11
172,2.6,93,27,183,130,中度污染,185,18,2014-03-12
61,1.2,47,70,68,44,良,53,10,2014-03-13
75,0.9,44,81,77,55,良,50,11,2014-03-14
87,0.9,59,52,88,65,良,56,20,2014-03-15
120,1.2,71,34,134,91,轻度污染,127,24,2014-03-16
161,1.7,89,57,184,122,中度污染,153,28,2014-03-17
99,1.4,71,65,110,74,良,70,20,2014-03-18
90,1.2,68,94,101,67,良,87,19,2014-03-19
102,1.4,63,60,117,77,轻度污染,173,20,2014-03-20
68,0.7,29,77,67,49,良,76,11,2014-03-21
74,0.9,50,73,75,54,良,59,14,2014-03-22
108,1.1,80,157,119,81,轻度污染,124,31,2014-03-23
116,1,65,178,88,61,轻度污染,131,26,2014-03-24
83,1,78,140,87,59,良,56,27,2014-03-25
96,1,71,155,93,67,良,70,29,2014-03-26
68,0.9,60,96,71,49,良,33,22,2014-03-27
52,0.8,48,54,52,37,良,21,15,2014-03-28
61,0.9,58,34,58,44,良,45,14,2014-03-29
53,1.1,55,30,52,37,良,21,11,2014-03-30
42,1,55,48,40,29,优,15,8,2014-03-31
55,1.3,53,27,54,39,良,29,9,2014-04-01
50,1.3,60,46,48,35,优,18,11,2014-04-02
48,1.3,62,63,48,34,优,17,9,2014-04-03
81,1,62,113,81,60,良,91,15,2014-04-04
108,0.9,69,169,96,70,轻度污染,152,24,2014-04-05
87,0.9,65,102,82,65,良,114,14,2014-04-06
76,0.9,55,59,72,56,良,67,16,2014-04-07
85,1,67,45,86,63,良,58,16,2014-04-08
106,1.2,77,119,104,80,轻度污染,97,24,2014-04-09
67,0.8,58,103,71,48,良,38,21,2014-04-10
61,0.8,55,67,66,44,良,30,22,2014-04-11
62,0.8,57,77,69,44,良,52,22,2014-04-12
88,1,60,130,100,65,良,112,31,2014-04-13
88,1.1,60,84,95,66,良,78,22,2014-04-14
60,0.8,50,112,63,41,良,29,19,2014-04-15
64,0.8,51,80,68,47,良,53,19,2014-04-16
62,0.8,52,100,68,45,良,46,25,2014-04-17
56,0.7,47,97,61,40,良,31,21,2014-04-18
54,0.7,45,70,59,38,良,59,21,2014-04-19
81,1,56,34,90,60,良,128,29,2014-04-20
52,0.8,40,49,53,35,良,35,18,2014-04-21
56,1,46,33,60,40,良,39,18,2014-04-22
58,1.1,47,21,55,41,良,29,15,2014-04-23
74,0.9,56,39,76,54,良,61,17,2014-04-24
64,0.9,49,39,65,46,良,64,20,2014-04-25
48,0.9,52,48,48,33,优,38,14,2014-04-26
52,1.1,40,76,53,34,良,41,17,2014-04-27
78,1.1,33,134,56,37,良,113,17,2014-04-28
82,1.1,47,138,83,59,良,69,23,2014-04-29
55,1,38,83,49,39,良,8,8,2014-04-30
41,1,36,39,39,29,优,9,12,2014-05-01
51,1.1,43,81,51,34,良,13,14,2014-05-02
102,1.1,54,162,68,45,轻度污染,150,22,2014-05-03
62,1,46,90,65,45,良,67,16,2014-05-04
33,0.9,30,66,25,16,优,10,7,2014-05-05
45,1,40,35,41,31,优,18,10,2014-05-06
51,1.2,51,30,48,36,良,25,10,2014-05-07
57,1.3,53,27,57,41,良,35,16,2014-05-08
37,1.1,51,25,36,26,优,13,15,2014-05-09
34,0.8,39,50,34,23,优,15,14,2014-05-10
33,0.8,40,39,33,22,优,11,12,2014-05-11
65,1.1,46,42,63,47,良,60,14,2014-05-12
73,1.2,46,59,81,54,良,53,20,2014-05-13
40,0.8,32,78,40,23,优,21,13,2014-05-14
52,1,46,96,53,33,良,31,17,2014-05-15
52,1,45,37,55,35,良,23,18,2014-05-16
33,0.7,35,54,33,18,优,14,11,2014-05-17
43,0.9,50,39,43,27,优,17,17,2014-05-18
47,0.9,54,60,47,31,优,21,14,2014-05-19
56,1.1,64,45,55,40,良,34,19,2014-05-20
44,1,48,41,44,30,优,16,19,2014-05-21
34,0.8,42,40,34,19,优,14,12,2014-05-22
46,1,46,29,46,29,优,30,15,2014-05-23
44,0.9,39,35,44,28,优,25,16,2014-05-24
43,0.8,27,86,37,22,优,20,13,2014-05-25
49,0.8,33,91,49,31,优,21,16,2014-05-26
88,1,54,144,99,65,良,55,34,2014-05-27
68,0.9,42,122,68,42,良,47,22,2014-05-28
54,1,39,86,58,37,良,24,21,2014-05-29
46,0.9,34,84,46,29,优,18,19,2014-05-30
74,0.7,26,129,41,25,良,62,13,2014-05-31
57,0.7,23,108,32,20,良,63,14,2014-06-01
60,0.6,21,112,34,21,良,67,11,2014-06-02
37,0.8,38,55,37,22,优,11,13,2014-06-03
102,0.9,40,162,58,37,轻度污染,153,21,2014-06-04
45,0.8,23,89,35,20,优,25,14,2014-06-05
45,1,54,31,45,28,优,33,21,2014-06-06
71,1.2,71,58,72,52,良,90,23,2014-06-07
96,1.1,41,155,75,56,良,118,13,2014-06-08
125,1,39,188,56,42,轻度污染,164,15,2014-06-09
73,1,49,128,57,38,良,98,18,2014-06-10
67,1.1,53,40,63,48,良,71,13,2014-06-11
84,1,45,141,67,47,良,74,12,2014-06-12
118,1.1,63,180,101,68,轻度污染,120,18,2014-06-13
125,0.9,49,188,97,64,轻度污染,118,19,2014-06-14
112,1,43,173,95,65,轻度污染,101,20,2014-06-15
142,1,37,206,106,72,轻度污染,156,23,2014-06-16
43,0.8,33,86,38,21,优,22,13,2014-06-17
49,0.9,39,87,49,29,优,40,14,2014-06-18
41,0.8,32,81,37,20,优,27,13,2014-06-19
37,0.8,31,62,37,22,优,31,10,2014-06-20
36,0.9,34,72,34,22,优,19,8,2014-06-21
36,0.9,38,49,36,25,优,21,13,2014-06-22
34,0.9,34,59,34,21,优,23,15,2014-06-23
35,0.8,33,59,35,20,优,22,14,2014-06-24
44,0.9,39,41,44,27,优,37,14,2014-06-25
69,0.8,30,123,47,26,良,108,14,2014-06-26
108,0.7,29,169,45,25,轻度污染,172,13,2014-06-27
109,0.8,33,170,49,29,轻度污染,148,18,2014-06-28
83,0.7,31,140,44,25,良,114,17,2014-06-29
34,0.7,22,68,31,15,优,21,12,2014-06-30
37,0.7,30,52,37,20,优,22,19,2014-07-01
47,0.7,34,93,38,22,优,32,20,2014-07-02
70,0.7,29,124,42,24,良,73,12,2014-07-03
88,0.7,26,146,41,23,良,123,14,2014-07-04
89,0.6,24,147,44,22,良,145,12,2014-07-05
91,0.7,27,149,52,28,良,142,15,2014-07-06
72,0.9,55,126,79,51,良,79,18,2014-07-07
107,1,55,168,87,67,轻度污染,133,17,2014-07-08
191,0.9,51,256,76,55,中度污染,189,15,2014-07-09
102,0.8,44,162,56,37,轻度污染,146,14,2014-07-10
34,0.7,34,55,34,23,优,19,11,2014-07-11
44,0.8,32,54,44,24,优,45,16,2014-07-12
42,0.7,26,83,37,21,优,41,13,2014-07-13
50,0.6,23,99,36,18,优,50,13,2014-07-14
55,0.7,28,106,40,21,良,62,11,2014-07-15
63,0.7,26,116,37,20,良,88,14,2014-07-16
58,0.7,33,109,51,28,良,66,14,2014-07-17
29,0.6,20,47,29,16,优,16,8,2014-07-18
34,0.6,23,55,34,16,优,25,11,2014-07-19
57,0.7,38,108,45,27,良,72,13,2014-07-20
67,1,54,82,79,49,良,90,28,2014-07-21
136,1.1,50,200,96,70,轻度污染,173,27,2014-07-22
119,0.9,43,181,100,67,轻度污染,181,30,2014-07-23
142,0.8,36,206,87,58,轻度污染,183,19,2014-07-24
120,0.7,36,182,56,40,轻度污染,173,12,2014-07-25
45,0.7,32,90,39,24,优,23,11,2014-07-26
42,0.6,23,84,31,17,优,19,11,2014-07-27
92,0.7,30,150,44,26,良,93,18,2014-07-28
156,0.8,42,221,66,40,中度污染,178,24,2014-07-29
180,0.8,42,245,87,61,中度污染,188,21,2014-07-30
160,0.8,40,225,85,56,中度污染,182,24,2014-07-31
123,0.8,33,185,80,52,轻度污染,171,20,2014-08-01
182,0.8,37,247,76,52,中度污染,185,21,2014-08-02
186,0.9,40,251,78,61,中度污染,185,16,2014-08-03
98,0.9,38,157,64,47,良,125,15,2014-08-04
86,0.8,42,143,59,41,良,134,17,2014-08-05
53,0.8,40,103,52,34,良,64,11,2014-08-06
55,0.9,44,91,57,39,良,69,16,2014-08-07
115,0.8,41,176,50,35,轻度污染,179,13,2014-08-08
62,0.7,30,114,42,24,良,102,15,2014-08-09
68,0.7,23,121,42,24,良,99,13,2014-08-10
67,0.8,27,120,46,27,良,78,16,2014-08-11
43,0.8,27,82,43,24,优,36,12,2014-08-12
29,0.8,30,28,29,19,优,14,8,2014-08-13
39,0.8,32,52,39,25,优,38,12,2014-08-14
77,0.8,31,132,46,29,良,110,11,2014-08-15
56,0.8,36,107,51,31,良,51,18,2014-08-16
67,0.8,35,120,57,34,良,101,22,2014-08-17
85,0.7,30,142,49,27,良,162,11,2014-08-18
37,0.8,28,73,35,22,优,35,10,2014-08-19
26,0.9,35,14,25,18,优,14,8,2014-08-20
50,0.9,37,99,46,31,优,27,18,2014-08-21
53,0.9,45,104,51,34,良,39,17,2014-08-22
67,0.8,38,120,53,35,良,77,18,2014-08-23
76,0.6,27,131,36,22,良,144,16,2014-08-24
96,0.7,36,155,47,29,良,160,21,2014-08-25
115,0.7,37,177,49,30,轻度污染,170,22,2014-08-26
47,0.6,26,94,39,20,优,40,16,2014-08-27
33,0.6,23,66,33,15,优,18,14,2014-08-28
99,0.7,30,159,46,26,良,164,15,2014-08-29
105,0.7,41,166,57,34,轻度污染,162,22,2014-08-30
49,0.8,37,97,43,26,优,47,13,2014-08-31
46,0.8,30,91,43,24,优,51,16,2014-09-01
115,0.9,40,176,67,44,轻度污染,188,19,2014-09-02
99,0.8,30,159,56,32,良,185,17,2014-09-03
94,0.8,31,153,47,26,良,140,15,2014-09-04
72,1,61,94,77,53,良,70,20,2014-09-05
93,0.9,43,152,63,42,良,119,12,2014-09-06
58,0.8,37,110,58,38,良,41,14,2014-09-07
28,0.8,23,43,28,17,优,10,13,2014-09-08
48,0.9,32,96,41,27,优,38,12,2014-09-09
107,0.8,36,168,52,34,轻度污染,174,13,2014-09-10
97,0.8,42,156,56,34,良,177,19,2014-09-11
52,0.8,30,102,37,21,良,87,14,2014-09-12
38,0.8,31,58,38,23,优,44,13,2014-09-13
49,0.8,26,98,43,24,优,70,15,2014-09-14
51,0.8,26,87,52,36,良,84,11,2014-09-15
23,0.7,15,44,23,11,优,8,8,2014-09-16
36,0.8,21,51,36,18,优,44,14,2014-09-17
95,0.9,40,154,64,36,良,176,17,2014-09-18
89,1.1,51,142,98,66,良,149,31,2014-09-19
46,1,20,92,34,23,优,32,12,2014-09-20
52,0.8,32,102,49,30,良,42,14,2014-09-21
71,0.8,27,125,49,34,良,98,9,2014-09-22
80,0.7,31,136,60,39,良,139,10,2014-09-23
77,0.8,39,132,70,46,良,139,13,2014-09-24
89,0.9,47,147,85,54,良,121,18,2014-09-25
148,0.9,39,213,81,59,轻度污染,176,21,2014-09-26
72,0.7,34,126,49,30,良,69,17,2014-09-27
116,0.8,35,178,55,34,轻度污染,167,19,2014-09-28
111,0.8,38,172,67,43,轻度污染,184,19,2014-09-29
94,1.1,48,153,101,67,良,177,27,2014-09-30
78,1,32,133,72,53,良,143,12,2014-10-01
92,1,34,150,80,57,良,141,13,2014-10-02
61,1,29,112,62,44,良,60,8,2014-10-03
80,1,37,136,74,49,良,122,14,2014-10-04
99,0.9,31,159,74,48,良,148,16,2014-10-05
93,0.8,30,152,73,41,良,141,16,2014-10-06
105,0.9,40,166,86,54,轻度污染,127,16,2014-10-07
101,1,50,161,94,65,轻度污染,105,16,2014-10-08
88,0.9,46,145,78,52,良,88,16,2014-10-09
74,0.8,38,129,67,45,良,60,14,2014-10-10
82,0.7,43,138,68,44,良,96,15,2014-10-11
71,0.7,35,125,65,43,良,114,12,2014-10-12
75,0.7,31,130,68,45,良,135,12,2014-10-13
125,1,39,170,124,95,轻度污染,167,15,2014-10-14
116,1.1,52,167,115,88,轻度污染,109,14,2014-10-15
115,1.2,67,166,125,87,轻度污染,127,21,2014-10-16
139,1.1,65,203,109,74,轻度污染,154,22,2014-10-17
132,1,64,195,108,75,轻度污染,129,22,2014-10-18
125,0.9,53,187,93,64,轻度污染,143,17,2014-10-19
83,1,68,140,90,58,良,84,24,2014-10-20
72,0.9,55,122,84,53,良,78,28,2014-10-21
63,0.9,30,116,46,32,良,34,11,2014-10-22
52,1,48,78,55,37,良,4,11,2014-10-23
89,1.3,71,100,95,66,良,79,21,2014-10-24
119,1.3,73,156,120,90,轻度污染,146,26,2014-10-25
117,1.2,78,134,117,89,轻度污染,146,26,2014-10-26
94,1.1,59,147,99,71,良,124,15,2014-10-27
133,0.7,52,196,75,49,轻度污染,175,17,2014-10-28
111,0.7,46,172,70,45,轻度污染,152,18,2014-10-29
94,0.7,53,153,64,42,良,132,19,2014-10-30
103,0.8,69,163,90,65,轻度污染,137,24,2014-10-31
125,1,70,187,107,79,轻度污染,152,32,2014-11-01
68,1.1,35,102,64,49,良,120,14,2014-11-02
61,1,38,91,61,44,良,68,21,2014-11-03
84,1.2,63,74,91,62,良,93,30,2014-11-04
96,1.3,71,81,106,72,良,93,24,2014-11-05
61,1.2,40,49,46,44,良,41,9,2014-11-06
51,1,33,26,43,36,良,37,5,2014-11-07
15,1,29,28,15,10,优,1,4,2014-11-08
38,1.1,34,40,36,26,优,23,8,2014-11-09
30,1.1,36,19,30,21,优,9,7,2014-11-10
34,1.1,33,17,34,23,优,9,7,2014-11-11
24,1.1,29,28,24,16,优,5,7,2014-11-12
67,0.9,30,74,61,49,良,83,11,2014-11-13
68,1,39,76,68,50,良,50,13,2014-11-14
71,1.1,53,95,77,52,良,47,13,2014-11-15
75,1.1,47,100,75,55,良,48,15,2014-11-16
71,0.8,24,97,63,52,良,42,10,2014-11-17
76,0.8,27,82,66,56,良,43,11,2014-11-18
86,1,53,113,86,64,良,60,22,2014-11-19
96,1.2,74,108,99,72,良,72,23,2014-11-20
96,1.3,76,121,103,71,良,62,20,2014-11-21
102,1.3,70,162,101,72,轻度污染,70,21,2014-11-22
86,0.9,55,143,66,49,良,80,19,2014-11-23
59,1,64,107,63,42,良,71,21,2014-11-24
70,1.1,57,89,70,51,良,93,23,2014-11-25
96,1.5,51,81,91,72,良,123,22,2014-11-26
88,1,53,145,75,57,良,122,21,2014-11-27
79,1.1,59,53,76,58,良,116,19,2014-11-28
67,1.1,59,43,68,49,良,65,22,2014-11-29
54,1,47,46,58,37,良,60,15,2014-11-30
28,1.4,24,43,28,20,优,6,8,2014-12-01
83,1.2,22,54,68,62,良,152,14,2014-12-02
73,1.5,45,12,69,54,良,108,8,2014-12-03
28,0.7,23,56,15,9,优,19,5,2014-12-04
41,0.6,36,59,41,25,优,26,14,2014-12-05
55,0.8,53,61,59,38,良,27,22,2014-12-06
62,0.9,42,26,52,44,良,34,12,2014-12-07
53,0.9,38,52,51,37,良,21,12,2014-12-08
76,1.2,49,88,78,56,良,72,22,2014-12-09
91,1.2,41,95,87,68,良,104,29,2014-12-10
82,1.2,24,56,67,61,良,101,20,2014-12-11
61,0.9,21,82,71,41,良,58,20,2014-12-12
67,0.9,31,80,85,48,良,41,26,2014-12-13
78,1.2,51,81,96,57,良,43,21,2014-12-14
108,1.5,65,52,126,81,轻度污染,79,33,2014-12-15
74,1,26,97,80,54,良,102,31,2014-12-16
53,0.8,25,78,56,34,良,20,22,2014-12-17
60,0.9,50,59,70,41,良,22,21,2014-12-18
89,1.2,55,20,94,66,良,87,26,2014-12-19
73,1.3,44,75,80,53,良,95,18,2014-12-20
72,1.2,39,90,83,52,良,76,24,2014-12-21
83,1.2,39,90,91,61,良,75,26,2014-12-22
93,1.4,59,35,107,70,良,49,24,2014-12-23
100,1.6,54,46,112,75,良,70,18,2014-12-24
142,2.1,55,46,148,109,轻度污染,160,29,2014-12-25
112,1.2,43,62,111,84,轻度污染,113,16,2014-12-26
81,1.5,34,29,75,60,良,68,6,2014-12-27
54,1.5,27,50,52,38,良,21,9,2014-12-28
80,1.4,42,76,92,59,良,44,15,2014-12-29
104,1.9,58,56,141,78,轻度污染,88,18,2014-12-30
113,1.9,66,63,156,85,轻度污染,275,20,2014-12-31
68,1,43,103,86,48,良,143,21,2015-01-01
73,1.2,62,81,97,53,良,120,19,2015-01-02
133,1.7,96,101,154,101,轻度污染,226,29,2015-01-03
91,1.5,85,70,107,68,良,75,23,2015-01-04
81,1.4,78,25,88,60,良,89,28,2015-01-05
110,1.6,84,42,114,83,轻度污染,260,21,2015-01-06
60,1.8,36,24,60,43,良,95,16,2015-01-07
61,1.4,33,92,61,44,良,73,18,2015-01-08
77,1.3,50,77,73,56,良,104,22,2015-01-09
78,1.2,54,85,79,57,良,98,24,2015-01-10
74,1.2,45,41,68,54,良,104,14,2015-01-11
46,1.2,39,29,43,32,优,55,5,2015-01-12
22,1.2,37,41,22,13,优,2,5,2015-01-13
36,1,37,66,36,23,优,28,9,2015-01-14
60,0.9,54,69,62,43,良,74,10,2015-01-15
83,1.3,71,70,98,61,良,142,18,2015-01-16
67,0.9,55,85,68,48,良,76,15,2015-01-17
100,1.1,58,95,101,75,良,175,23,2015-01-18
88,1.1,60,98,95,66,良,164,20,2015-01-19
176,2.1,145,97,180,133,中度污染,335,37,2015-01-20
163,1.9,120,104,158,124,中度污染,326,33,2015-01-21
79,1.2,75,100,83,58,良,108,19,2015-01-22
87,1.1,91,105,96,64,良,84,31,2015-01-23
98,1.1,90,87,103,74,良,126,28,2015-01-24
92,1.2,71,51,92,69,良,111,23,2015-01-25
92,1.2,69,42,87,68,良,126,22,2015-01-26
87,1.1,68,46,83,65,良,217,22,2015-01-27
68,1,56,78,69,49,良,247,14,2015-01-28
71,1,67,82,83,52,良,226,19,2015-01-29
51,1.2,40,43,52,33,良,103,13,2015-01-30
51,1,38,33,51,36,良,72,12,2015-01-31
58,1,41,59,59,41,良,105,11,2015-02-01
73,1.2,61,74,79,54,良,107,14,2015-02-02
106,1.4,80,56,106,80,轻度污染,190,22,2015-02-03
68,1.3,42,28,62,49,良,124,12,2015-02-04
58,1.1,25,63,53,42,良,96,9,2015-02-05
116,1.1,51,60,111,88,轻度污染,274,26,2015-02-06
129,1.4,70,41,129,98,轻度污染,282,26,2015-02-07
88,1,41,105,86,65,良,250,18,2015-02-08
96,1.1,59,117,94,72,良,249,21,2015-02-09
124,1.2,79,119,126,94,轻度污染,261,24,2015-02-10
144,1.4,87,70,142,110,轻度污染,275,26,2015-02-11
147,1.4,73,108,141,113,轻度污染,260,15,2015-02-12
95,1.4,95,106,99,71,良,192,16,2015-02-13
85,1.2,88,94,91,63,良,104,19,2015-02-14
102,1.3,60,37,98,77,轻度污染,196,6,2015-02-15
64,1.3,44,46,65,46,良,58,3,2015-02-16
54,1,40,74,52,38,良,57,4,2015-02-17
67,1,38,98,71,48,良,101,7,2015-02-18
84,1,28,96,95,62,良,134,12,2015-02-19
51,0.8,22,81,53,36,良,101,5,2015-02-20
49,0.8,30,61,49,33,优,103,4,2015-02-21
42,0.8,32,48,41,29,优,46,5,2015-02-22
28,0.8,34,23,28,18,优,14,3,2015-02-23
35,0.9,32,36,35,24,优,29,4,2015-02-24
32,0.9,28,42,32,23,优,24,4,2015-02-25
36,0.8,32,42,36,23,优,48,7,2015-02-26
31,0.8,34,46,31,19,优,38,6,2015-02-27
36,0.8,37,49,36,23,优,96,7,2015-02-28
23,0.9,23,46,17,10,优,7,4,2015-03-01
46,1,48,31,46,32,优,46,10,2015-03-02
44,1.1,49,20,40,31,优,42,8,2015-03-03
18,0.9,30,36,17,11,优,3,6,2015-03-04
25,1.1,33,9,25,16,优,13,4,2015-03-05
17,0.9,28,9,17,10,优,7,3,2015-03-06
38,1,36,10,38,24,优,35,5,2015-03-07
90,1.5,64,26,111,67,良,254,16,2015-03-08
89,1.6,59,15,93,67,良,272,16,2015-03-09
40,0.9,34,21,36,28,优,28,5,2015-03-10
31,0.9,34,13,31,22,优,24,5,2015-03-11
26,1,38,13,26,15,优,9,6,2015-03-12
48,1.1,49,13,48,33,优,60,15,2015-03-13
76,1.4,74,18,82,56,良,141,18,2015-03-14
66,1.3,63,13,69,47,良,86,16,2015-03-15
53,1,54,21,54,37,良,50,15,2015-03-16
42,0.7,45,26,42,28,优,25,10,2015-03-17
48,0.7,47,34,48,31,优,85,11,2015-03-18
52,0.8,47,56,55,35,良,70,11,2015-03-19
51,0.7,43,93,52,33,良,74,9,2015-03-20
67,1.2,53,48,74,49,良,132,14,2015-03-21
82,1.5,55,41,80,60,良,172,16,2015-03-22
57,1,53,62,63,40,良,91,12,2015-03-23
29,1,33,57,28,17,优,4,7,2015-03-24
47,0.9,41,46,47,32,优,43,8,2015-03-25
34,0.9,40,25,34,24,优,11,4,2015-03-26
45,1,37,39,33,22,优,45,7,2015-03-27
60,1,52,106,63,43,良,79,13,2015-03-28
73,1,53,127,65,48,良,118,14,2015-03-29
52,0.9,46,91,55,33,良,62,12,2015-03-30
43,0.8,38,48,43,25,优,39,9,2015-03-31
42,0.7,38,30,42,24,优,45,8,2015-04-01
39,0.8,30,49,39,21,优,45,8,2015-04-02
39,0.8,33,28,39,20,优,36,8,2015-04-03
33,0.7,26,59,33,17,优,13,7,2015-04-04
49,0.7,27,98,37,24,优,87,10,2015-04-05
83,0.9,43,139,56,33,良,286,16,2015-04-06
64,1.3,40,96,72,46,良,259,18,2015-04-07
21,1.1,28,34,21,12,优,5,5,2015-04-08
34,1,33,23,33,24,优,23,5,2015-04-09
22,1.1,33,22,22,13,优,9,5,2015-04-10
34,1.1,38,19,29,24,优,26,5,2015-04-11
57,1.4,43,94,60,41,良,79,14,2015-04-12
89,1.5,61,147,100,61,良,314,16,2015-04-13
102,0.8,44,162,67,32,轻度污染,306,12,2015-04-14
136,0.9,61,200,93,50,轻度污染,318,24,2015-04-15
170,1,63,235,95,55,中度污染,352,23,2015-04-16
88,1,51,146,70,44,良,139,18,2015-04-17
54,0.9,42,63,58,31,良,53,15,2015-04-18
56,0.9,40,60,63,36,良,137,11,2015-04-19
42,1.1,40,41,42,27,优,47,11,2015-04-20
55,1.2,31,106,33,22,良,87,10,2015-04-21
69,1,39,123,51,35,良,164,10,2015-04-22
71,1.1,57,92,75,52,良,149,17,2015-04-23
71,1.2,64,91,77,52,良,137,19,2015-04-24
121,1.5,78,97,117,92,轻度污染,296,27,2015-04-25
89,1.2,60,77,78,66,良,199,17,2015-04-26
110,1.2,59,171,83,59,轻度污染,286,21,2015-04-27
93,1,45,152,63,40,良,264,17,2015-04-28
99,1.1,57,159,75,49,良,274,18,2015-04-29
89,1,50,147,63,43,良,194,12,2015-04-30
37,0.8,26,73,29,17,优,18,8,2015-05-01
28,0.8,26,51,28,15,优,9,9,2015-05-02
66,0.9,35,119,44,27,良,144,11,2015-05-03
62,1,36,114,45,30,良,142,10,2015-05-04
37,1,36,73,32,23,优,25,8,2015-05-05
37,0.9,37,38,37,25,优,26,9,2015-05-06
31,0.9,40,62,27,20,优,8,8,2015-05-07
36,0.8,35,30,36,19,优,29,12,2015-05-08
39,0.9,42,36,39,25,优,29,13,2015-05-09
46,1,44,91,44,28,优,46,17,2015-05-10
37,0.8,42,63,37,23,优,32,13,2015-05-11
75,0.7,40,130,40,17,良,243,11,2015-05-12
61,0.9,66,99,72,37,良,91,21,2015-05-13
40,0.6,34,80,39,22,优,35,14,2015-05-14
34,0.5,28,68,32,16,优,26,13,2015-05-15
33,0.8,50,66,30,21,优,17,10,2015-05-16
42,0.9,52,42,39,30,优,47,14,2015-05-17
40,0.8,39,79,37,21,优,38,15,2015-05-18
41,0.7,34,81,41,22,优,56,13,2015-05-19
32,0.7,41,35,32,22,优,22,13,2015-05-20
33,0.8,46,35,30,23,优,18,11,2015-05-21
49,0.9,47,41,45,34,优,79,12,2015-05-22
44,1,50,17,44,31,优,55,12,2015-05-23
67,1.4,76,32,61,49,良,133,17,2015-05-24
99,1.3,67,159,87,70,良,215,17,2015-05-25
